jobID,OBOR_nazev,addr,MIN_VZDELANI_nazev
9059840741,Obchod a cestovní ruch,"Komenského 181, Vodňany",Nižší střední odborné
9059860723,Služby,"Komenského 181, Vodňany",Nižší střední
9059870714,Obrana a ochrana,"297, Bělčice",Základní + praktická škola
9059890793,Obchod a cestovní ruch,"Lidická 1081, Strakonice",Střední odborné (vyučen)
9059900784,Doprava,"1, Benešov",Bez vzdělání
9059910775,Obchod a cestovní ruch,"Červené Vršky 2217, Benešov",Střední odborné (vyučen)
9059930757,Výroba a provoz,"Kvítkovická 1386, Napajedla",Základní + praktická škola
9059940748,Zdravotnictví,"Zálešná I 3222, Zlín",ÚSO s maturitou (bez vyučení)
9059950739,Výroba a provoz,"nan, Zlín",Střední odborné (vyučen)
9059960730,Zdravotnictví,"Okružní 5550, Zlín",Vyšší odborné
9059970721,Obchod a cestovní ruch,"Družstevní I 195, Slavičín",Střední odborné (vyučen)
9059980712,Výroba a provoz,"293, Sudkov",Střední odborné (vyučen)
9059990703,Doprava,"Žerotínova 400, Šumperk",ÚSO (vyučení s maturitou)
9060000791,Doprava,"nan, Zlín",Základní + praktická škola
9060010782,Obchod a cestovní ruch,"Družstevní 338, Mohelnice",Střední odborné (vyučen)
9060020773,Výroba a provoz,"293, Sudkov",Střední odborné (vyučen)
9060030764,Služby,"Šumperská 59, Rapotín",Základní + praktická škola
9060050746,Stavebnictví,"Kúty 3802, Zlín",ÚSO (vyučení s maturitou)
9060070728,Služby,"Havlíčkova 2356, Zábřeh",Základní + praktická škola
9060080719,Obchod a cestovní ruch,"třída Tomáše Bati 6, Zlín",ÚSO s maturitou (bez vyučení)
9060090710,Administrativa,"náměstí Míru 63, Zlín",Vysokoškolské
9060160744,Služby,"Antonína Václavíka 369, Pozlovice",Nižší střední odborné
9060200708,Výroba a provoz,"363, Březnice",Střední odborné (vyučen)
9060210796,Doprava,"Švermova 185, Zlín",Střední odborné (vyučen)
9060230778,Služby,"Kozinova 937, Šumperk",Základní + praktická škola
9060240769,Doprava,"Kvítkovická 1386, Napajedla",Základní + praktická škola
9060250760,Výroba a provoz,"Ovčárecká 575, Kolín",ÚSO s maturitou (bez vyučení)
9060270742,Obchod a cestovní ruch,"nan, Praha",ÚSO (vyučení s maturitou)
9060280733,Obrana a ochrana,"třída 1. máje 553, Břeclav",Základní + praktická škola
9060300715,Administrativa,"U Zámečku 27, Pardubice",ÚSO s maturitou (bez vyučení)
9060320794,Výroba a provoz,"Charbulova 1145, Brno",Střední odborné (vyučen)
9060330785,Výroba a provoz,"Řepčínská 35, Olomouc",Střední odborné (vyučen)
9060340776,Výroba a provoz,"Charbulova 1145, Brno",Střední odborné (vyučen)
9060350767,Výroba a provoz,"Březhradská 148, Hradec Králové",Střední odborné (vyučen)
9060360758,Finance,"U Židovského hřbitova 235, Beroun",ÚSO (vyučení s maturitou)
9060370749,Služby,"Březhradská 148, Hradec Králové",Střední odborné (vyučen)
9060390731,Výroba a provoz,"U Nádraží 1967, Pelhřimov",Střední odborné (vyučen)
9060410713,Výroba a provoz,"U Nádraží 1967, Pelhřimov",Střední odborné (vyučen)
9060430792,Obrana a ochrana,"č.e. 1, Sloup v Čechách",Střední odborné (vyučen)
9060450774,Služby,"U Nádraží 1967, Pelhřimov",Nižší střední
9060510720,Výchova a vzdělávání,"Plzeňská 395, Toužim",Vysokoškolské
9060520711,Výchova a vzdělávání,"Plzeňská 395, Toužim",ÚSO s maturitou (bez vyučení)
9060530702,Zdravotnictví,"Štefánikova 1301, Kopřivnice",ÚSO s maturitou (bez vyučení)
9060540790,Výroba a provoz,"Řepčínská 35, Olomouc",Střední odborné (vyučen)
9060570763,Finance,"Karlov 169, Velké Meziříčí",Vyšší odborné
9060600736,Výroba a provoz,"Humpolecká 313, Jihlava",ÚSO s maturitou (bez vyučení)
9060610727,Obchod a cestovní ruch,"Uherskobrodská 1045, Luhačovice",Střední odborné (vyučen)
9060620718,Obchod a cestovní ruch,"Nádražní 766, Mohelnice",Střední odborné (vyučen)
9060630709,Výroba a provoz,"nan, Fulnek",ÚSO s maturitou (bez vyučení)
9060650788,Obchod a cestovní ruch,"Dvořákova 4115, Hodonín",Střední odborné (vyučen)
9060660779,Obchod a cestovní ruch,"Kollárova 226, Kyjov",Střední odborné (vyučen)
9060680761,Obchod a cestovní ruch,"Jasenická 1342, Vsetín",Střední odborné (vyučen)
9060740707,Obchod a cestovní ruch,"nan, Praha",Nižší střední
9060770777,Obrana a ochrana,"Čelakovského 858, Plzeň",Střední odborné (vyučen)
9060810741,Stavebnictví,"12, Tvarožná",Bez vzdělání
9060820732,Obrana a ochrana,"Vorlíčkova 1271, Blatná",Základní + praktická škola
9060850705,Obrana a ochrana,"Nad Parkovištěm 1221, Hluboká nad Vltavou",Základní + praktická škola
9060860793,Obrana a ochrana,"Nebahovská 901, Prachatice",Základní + praktická škola
9060870784,Obrana a ochrana,"Katovická 1303, Strakonice",Základní + praktická škola
9060900757,Služby,"nan, Pardubice",Základní + praktická škola
9060910748,Obrana a ochrana,"Průmyslová 560, Týn nad Vltavou",Základní + praktická škola
9060960703,Management,"Československé armády 362, Budišov nad Budišovkou",Vysokoškolské
9060970791,Zdravotnictví,"Jihlavská 340, Brno",Vysokoškolské
9060980782,Informační technologie,"Chlumova 1437, Jihlava",ÚSO s maturitou (bez vyučení)
9061000764,Výroba a provoz,"Masarykova 194, Horšovský Týn",Základní + praktická škola
9061010755,Výroba a provoz,"Senovážné nám. 241, České Budějovice",Vyšší odborné
9061020746,Výroba a provoz,"Chlumova 1437, Jihlava",ÚSO s maturitou (bez vyučení)
9061040728,Obchod a cestovní ruch,"tř. Václava Klementa 1459, Mladá Boleslav",Střední odborné (vyučen)
9061050719,Obchod a cestovní ruch,"324, Čkyně",Střední odborné (vyučen)
9061070798,Stavebnictví,"Třebohostická 3069, Praha",ÚSO s maturitou (bez vyučení)
9061090780,Výroba a provoz,"Třebohostická 3069, Praha",ÚSO s maturitou (bez vyučení)
9061100771,Stavebnictví,"Třebohostická 3069, Praha",ÚSO s maturitou (bez vyučení)
9061180796,Služby,"Bayerova 576, Brno",Střední nebo střední odborné bez maturity a bez vyučení
9061210769,Služby,"489, Harrachov",Střední nebo střední odborné bez maturity a bez vyučení
9061230751,Obchod a cestovní ruch,"nan, Praha",Neúplné základní
9061240742,Služby,"U Opatrovny 87, Police nad Metují",Základní + praktická škola
9061260724,Výchova a vzdělávání,"Školní 183, Bezdružice",Vysokoškolské
9061280706,Služby,"Ve žlíbku 1800, Praha",Střední odborné (vyučen)
9061290794,Výroba a provoz,"Ve žlíbku 1800, Praha",Střední odborné (vyučen)
9061300785,Doprava,"Kukaňova 5375, Chomutov",Střední odborné (vyučen)
9061340749,Obchod a cestovní ruch,"Kolbenova 886, Praha",Střední odborné (vyučen)
9061400792,Služby,"nan, Zlín",Střední odborné (vyučen)
9061410783,Služby,"nan, Zlín",Střední odborné (vyučen)
9061430765,Obchod a cestovní ruch,"Hráského 520, Benešov",Střední odborné (vyučen)
9061440756,Obchod a cestovní ruch,"4, Prodašice",ÚSO s maturitou (bez vyučení)
9061470729,Informační technologie,"Denisovo nábřeží 2568, Plzeň",ÚSO s maturitou (bez vyučení)
9061520781,Obchod a cestovní ruch,"Selská náves 21, Plzeň",Střední odborné (vyučen)
9061540763,Výchova a vzdělávání,"nan, Praha",ÚSO s maturitou (bez vyučení)
9061550754,Management,"nan, Praha",Střední odborné (vyučen)
9061580727,Doprava,"nan, Praha",Střední odborné (vyučen)
9061610797,Obchod a cestovní ruch,"Vodičkova 682, Praha",Střední odborné (vyučen)
9061630779,Finance,"Dolní náměstí 309, Vsetín",ÚSO s maturitou (bez vyučení)
9061640770,Obrana a ochrana,"Hranická 328, Valašské Meziříčí",Základní + praktická škola
9061650761,Výroba a provoz,"317, Kateřinice",Základní + praktická škola
9061680734,Doprava,"539, Kelč",ÚSO (vyučení s maturitou)
9061700716,Obchod a cestovní ruch,"102, Valašské Meziříčí",ÚSO (vyučení s maturitou)
9061730786,Výroba a provoz,"U Abácie 777, Valašské Meziříčí",Základní + praktická škola
9061740777,Výroba a provoz,"Zuberská 2601, Rožnov pod Radhoštěm",ÚSO s maturitou (bez vyučení)
9061750768,Výroba a provoz,"U Bečvy 1381, Zubří",Střední odborné (vyučen)
9061760759,Kultura a sport,"Horní náměstí 2, Vsetín",Vysokoškolské
9061790732,Zdravotnictví,"Masarykovo nám. 1325, Vizovice",Vyšší odborné
9061810714,Zdravotnictví,"Novovysočanská 505, Praha",Vyšší odborné
9061840784,Doprava,"Sokolovská 967, Zlín",Střední odborné (vyučen)
9061850775,Obchod a cestovní ruch,"Sokolovská 967, Zlín",ÚSO s maturitou (bez vyučení)
9061860766,Zdravotnictví,"Sokolovská 967, Zlín",Základní + praktická škola
9061880748,Finance,"Kutnohorská 821, Kolín",ÚSO (vyučení s maturitou)
9061890739,Finance,"Kutnohorská 821, Kolín",ÚSO (vyučení s maturitou)
9061980755,Obchod a cestovní ruch,"Náměstí 71, Valašské Meziříčí",Střední odborné (vyučen)
9061990746,Služby,"tř. Václava Klementa 1437, Mladá Boleslav",Střední odborné (vyučen)
9062050789,Výroba a provoz,"Modrá 1080, Zruč nad Sázavou",ÚSO (vyučení s maturitou)
9062110735,Výroba a provoz,"nan, Brno",Střední odborné (vyučen)
9062120726,Výroba a provoz,"109, Mladá Boleslav",Vysokoškolské
9062130717,Obchod a cestovní ruch,"Chářovská 920, Krnov",Vyšší odborné
9062150796,Doprava,"15, Bohušov",Střední odborné (vyučen)
9062180769,Služby,"Revoluční 593, Rýmařov",Střední odborné (vyučen)
9062230724,Finance,"Budischowského 1073, Třebíč",ÚSO s maturitou (bez vyučení)
9062250706,Zdravotnictví,"I. P. Pavlova 469, Karlovy Vary",ÚSO s maturitou (bez vyučení)
9062260794,Výchova a vzdělávání,"Školní 232, Nová Role",Vysokoškolské
9062270785,Stavebnictví,"nan, Karlovy Vary",Střední odborné (vyučen)
9062280776,Stavebnictví,"nan, Karlovy Vary",ÚSO (vyučení s maturitou)
9062290767,Výroba a provoz,"11, Sebranice",Základní + praktická škola
9062310749,Výroba a provoz,"Průmyslová 1895, Svitavy",Střední odborné (vyučen)
9062330731,Stavebnictví,"V Zahrádkách 1703, Svitavy",Střední odborné (vyučen)
9062340722,Stavebnictví,"Zahradnická 1113, Moravská Třebová",Střední odborné (vyučen)
9062350713,Zemědělství a lesnictví,"1, Janov",Základní + praktická škola
9062360704,Obrana a ochrana,"Za Olšávkou 399, Uherské Hradiště",Základní + praktická škola
9062370792,Administrativa,"Hradební 17, Uherské Hradiště",ÚSO (vyučení s maturitou)
9062390774,Stavebnictví,"Protzkarova 1180, Uherské Hradiště",Střední odborné (vyučen)
9062400765,Výroba a provoz,"99, Ostrožská Lhota",Střední odborné (vyučen)
9062410756,Obrana a ochrana,"Močidla 2369, Uherský Brod",Základní + praktická škola
9062420747,Výroba a provoz,"U Dvora 1090, Nivnice",Základní + praktická škola
9062440729,Výroba a provoz,"nan, Uherský Brod",Základní + praktická škola
9062450720,Stavebnictví,"126, Částkov",Střední odborné (vyučen)
9062460711,Obchod a cestovní ruch,"168, Smilovice",Základní + praktická škola
9062470702,Výroba a provoz,"510, Jablunkov",Základní + praktická škola
9062500772,Administrativa,"1. máje 16, Třinec",ÚSO s maturitou (bez vyučení)
9062510763,Administrativa,"1. máje 16, Třinec",Základní + praktická škola
9062520754,Výroba a provoz,"Jiřího z Poděbrad 26, Hrušovany u Brna",Základní + praktická škola
9062550727,Výroba a provoz,"185, Vysoké Popovice",Základní + praktická škola
9062560718,Výroba a provoz,"S. K. Neumanna 3626, Jablonec nad Nisou",Základní + praktická škola
9062570709,Obchod a cestovní ruch,"Anenské náměstí 4340, Jablonec nad Nisou",Střední odborné (vyučen)
9062580797,Výroba a provoz,"Želivského 4599, Jablonec nad Nisou",Základní + praktická škola
9062590788,Obrana a ochrana,"Krkonošská 916, Desná",Základní + praktická škola
9062650734,Služby,"náměstí Svornosti 11, Český Krumlov",Základní + praktická škola
9062660725,Obchod a cestovní ruch,"nám. T. G. Masaryka 73, Pyšely",Střední odborné (vyučen)
9062670716,Výroba a provoz,"Na Trojce 369, Nučice",Základní + praktická škola
9062680707,Výroba a provoz,"Na Trojce 369, Nučice",Základní + praktická škola
9062690795,Obchod a cestovní ruch,"Riegrova 327, Rudná",Základní + praktická škola
9062700786,Obchod a cestovní ruch,"Koupelní 3760, Hodonín",ÚSO s maturitou (bez vyučení)
9062710777,Doprava,"nan, Hodonín",Základní + praktická škola
9062730759,Finance,"třída Palackého 206, Kyjov",ÚSO s maturitou (bez vyučení)
9062740750,Výroba a provoz,"Ostrožská 220, Veselí nad Moravou",Střední odborné (vyučen)
9062750741,Stavebnictví,"nan, Hodonín",Střední odborné (vyučen)
9062790705,Výroba a provoz,"Nudvojovice 1474, Turnov",Střední odborné (vyučen)
9062800793,Výroba a provoz,"145, Košťálov",Střední nebo střední odborné bez maturity a bez vyučení
9062810784,Výroba a provoz,"U Panasonicu 277, Pardubice",Vysokoškolské
9062820775,Obchod a cestovní ruch,"Pernštýnské náměstí 117, Pardubice",Střední odborné (vyučen)
9062850748,Výroba a provoz,"150, Pardubice",Střední odborné (vyučen)
9062860739,Doprava,"9. května 289, Moravany",Střední odborné (vyučen)
9062870730,Informační technologie,"17. listopadu 254, Pardubice",Střední odborné (vyučen)
9062880721,Výroba a provoz,"Českobratrská 84, Přelouč",ÚSO (vyučení s maturitou)
9062890712,Výroba a provoz,"U Panasonicu 277, Pardubice",Střední odborné (vyučen)
9062910791,Stavebnictví,"Husova 1805, Pardubice",ÚSO (vyučení s maturitou)
9062920782,Služby,"Palackého třída 227, Pardubice",Základní + praktická škola
9062930773,Výroba a provoz,"Tolarova 291, Pardubice",Střední odborné (vyučen)
9062950755,Výroba a provoz,"Pod Zahradami 317, Pardubice",Střední odborné (vyučen)
9062970737,Výroba a provoz,"U Panasonicu 266, Pardubice",Střední odborné (vyučen)
9062980728,Obchod a cestovní ruch,"Erno Košťála 870, Pardubice",Střední odborné (vyučen)
9062990719,Výroba a provoz,"U Panasonicu 266, Pardubice",Střední odborné (vyučen)
9063000710,Obchod a cestovní ruch,"Erno Košťála 870, Pardubice",ÚSO s maturitou (bez vyučení)
9063020789,Výroba a provoz,"103, Bezděkov",Střední odborné (vyučen)
9063030780,Finance,"Teplého 2786, Pardubice",ÚSO (vyučení s maturitou)
9063040771,Výroba a provoz,"U Panasonicu 266, Pardubice",Střední odborné (vyučen)
9063050762,Obchod a cestovní ruch,"Erno Košťála 870, Pardubice",Základní + praktická škola
9063060753,Výroba a provoz,"Průmyslová 382, Pardubice",Střední odborné (vyučen)
9063070744,Stavebnictví,"Holandská 542, Pardubice",Střední odborné (vyučen)
9063080735,Obchod a cestovní ruch,"Erno Košťála 870, Pardubice",ÚSO s maturitou (bez vyučení)
9063090726,Výroba a provoz,"V Ráji 575, Pardubice",ÚSO s maturitou (bez vyučení)
9063110708,Obchod a cestovní ruch,"Osvoboditelů 182, Kroměříž",ÚSO s maturitou (bez vyučení)
9063130787,Výroba a provoz,"Hulínská 2383, Kroměříž",ÚSO s maturitou (bez vyučení)
9063150769,Stavebnictví,"Na Hrázi 562, Kroměříž",Střední odborné (vyučen)
9063210715,Výroba a provoz,"39, Řepov",Střední odborné (vyučen)
9063220706,Informační technologie,"Zelená 184, Bradlec",ÚSO s maturitou (bez vyučení)
9063230794,Obchod a cestovní ruch,"tř. Václava Klementa 1459, Mladá Boleslav",ÚSO (vyučení s maturitou)
9063240785,Výroba a provoz,"118, Mladá Boleslav",Střední odborné (vyučen)
9063250776,,"U Dubu 563, Borovany",Základní + praktická škola
9063260767,Služby,"143, Nepřevázka",Základní + praktická škola
9063270758,Management,"Zelená 184, Bradlec",ÚSO s maturitou (bez vyučení)
9063280749,Doprava,"247, Semčice",Střední odborné (vyučen)
9063290740,Výroba a provoz,"Turnovská 292, Mnichovo Hradiště",Střední odborné (vyučen)
9063300731,Výroba a provoz,"Víta Nejedlého 1471, Mnichovo Hradiště",Základní + praktická škola
9063320713,Obchod a cestovní ruch,"tř. Václava Klementa 869, Mladá Boleslav",ÚSO s maturitou (bez vyučení)
9063330704,Informační technologie,"Zelená 184, Bradlec",ÚSO s maturitou (bez vyučení)
9063350783,Výroba a provoz,"Gellhornova 2242, Blansko",Střední odborné (vyučen)
9063370765,Výroba a provoz,"Pražská 333, Letovice",ÚSO s maturitou (bez vyučení)
9063400738,Služby,"143, Činěves",Střední odborné (vyučen)
9063420720,Doprava,"185, Stratov",ÚSO s maturitou (bez vyučení)
9063430711,Služby,"143, Činěves",Střední odborné (vyučen)
9063440702,Obchod a cestovní ruch,"1, Odřepsy",ÚSO (vyučení s maturitou)
9063450790,Doprava,"185, Stratov",ÚSO s maturitou (bez vyučení)
9063470772,Administrativa,"185, Stratov",ÚSO s maturitou (bez vyučení)
9063490754,Výroba a provoz,"Dopravní 1717, Nymburk",Střední odborné (vyučen)
9063500745,Výroba a provoz,"185, Stratov",Střední odborné (vyučen)
9063520727,Obrana a ochrana,"Romana Havelky 4957, Jihlava",Střední odborné (vyučen)
9063530718,Obrana a ochrana,"Romana Havelky 4957, Jihlava",Střední odborné (vyučen)
9063540709,Doprava,"nan, Říčany",Nižší střední odborné
9063560788,Obchod a cestovní ruch,"Toušeňská 2042, Čelákovice",ÚSV
9063570779,Obchod a cestovní ruch,"Ringhofferova 3, Velké Popovice",Střední odborné (vyučen)
9063580770,Výroba a provoz,"Průmyslová 176, Měšice",Základní + praktická škola
9063600752,Obchod a cestovní ruch,"Jaroslava Baťchy 156, Všestary",Střední odborné (vyučen)
9063620734,Obchod a cestovní ruch,"Komenského 654, Přerov",Základní + praktická škola
9063630725,Výroba a provoz,"Tovačovská 1017, Přerov",Střední odborné (vyučen)
9063650707,Výroba a provoz,"Tovačovská 1017, Přerov",Střední odborné (vyučen)
9063670786,Obrana a ochrana,"nan, Vyškov",Základní + praktická škola
9063710750,Výroba a provoz,"nan, Vyškov",Střední odborné (vyučen)
9063730732,Výroba a provoz,"Bučovická 256, Slavkov u Brna",Základní + praktická škola
9063750714,Doprava,"V Sídlišti 316, Rousínov",Střední odborné (vyučen)
9063760705,Obchod a cestovní ruch,"23, Bohdalice-Pavlovice",Střední odborné (vyučen)
9063770793,Výroba a provoz,"1, Vojkovice",ÚSV
9063780784,Výchova a vzdělávání,"47, Nebužely",ÚSO s maturitou (bez vyučení)
9063790775,Výchova a vzdělávání,"47, Nebužely",ÚSO s maturitou (bez vyučení)
9063810757,Výchova a vzdělávání,"47, Nebužely",Vysokoškolské
9063830739,Výchova a vzdělávání,"47, Nebužely",ÚSO s maturitou (bez vyučení)
9063840730,Výroba a provoz,"Masarykova 388, Domažlice",Střední odborné (vyučen)
9063880791,Výroba a provoz,"K. Marxe 1689, Jirkov",Základní + praktická škola
9063890782,Zdravotnictví,"Březenecká 4804, Chomutov",ÚSO s maturitou (bez vyučení)
9063900773,Výroba a provoz,"173, Černovice",Střední odborné (vyučen)
9063910764,Výroba a provoz,"173, Černovice",Střední odborné (vyučen)
9063920755,Obchod a cestovní ruch,"Masarykovo náměstí 1, Odry",Střední odborné (vyučen)
9063940737,Obchod a cestovní ruch,"nan, Nový Jičín",Střední odborné (vyučen)
9063950728,Stavebnictví,"435, Kunín",Základní + praktická škola
9063980798,Obchod a cestovní ruch,"Komenského nám. 1, Stod",Střední odborné (vyučen)
9064000780,Informační technologie,"Revoluční 3088, Ústí nad Labem",ÚSO (vyučení s maturitou)
9064100787,Doprava,"Lukavecká 1732, Praha",Střední odborné (vyučen)
9064110778,Zdravotnictví,"Revoluční 594, Chrudim",Základní + praktická škola
9064120769,Obchod a cestovní ruch,"Novoměstská 56, Chrudim",Základní + praktická škola
9064130760,Obchod a cestovní ruch,"Štěpánkova 86, Chrudim",Základní + praktická škola
9064140751,Finance,"Masarykovo náměstí 58, Chrudim",ÚSO s maturitou (bez vyučení)
9064150742,Výroba a provoz,"Čechova 837, Slatiňany",Základní + praktická škola
9064160733,Stavebnictví,"Cukrovarnická 166, Hrochův Týnec",Nižší střední odborné
9064170724,Finance,"Sečská 149, Slatiňany",ÚSO s maturitou (bez vyučení)
9064230767,Výroba a provoz,"V Chotejně 1307, Praha",Střední odborné (vyučen)
9064250749,Doprava,"Tylova 1070, Dobříš",Základní + praktická škola
9064260740,Obchod a cestovní ruch,"24, Jílové",Základní + praktická škola
9064270731,Služby,"Kosmonautů 162, Děčín",ÚSV
9064280722,Obchod a cestovní ruch,"Krokova 767, Děčín",ÚSO (vyučení s maturitou)
9064290713,Obchod a cestovní ruch,"Tyršova 347, Děčín",Střední odborné (vyučen)
9064310792,Služby,"Horní Bohušice 853, Světlá nad Sázavou",Základní + praktická škola
9064320783,Výroba a provoz,"U Stadionu 2777, Havlíčkův Brod",Střední odborné (vyučen)
9064430781,Administrativa,"Zašovská 262, Valašské Meziříčí",ÚSO (vyučení s maturitou)
9064480736,Zdravotnictví,"Havlíčkova 206, Počátky",Základní + praktická škola
9064500718,Výroba a provoz,"Lýskova 1594, Praha",Základní + praktická škola
9064510709,Výroba a provoz,"Lýskova 1594, Praha",Střední odborné (vyučen)
9064520797,Obchod a cestovní ruch,"Strakonická 3212, Praha",Základní + praktická škola
9064540779,Stavebnictví,"Nádražní 540, Ústí nad Orlicí",Střední odborné (vyučen)
9064550770,Obchod a cestovní ruch,"71, Písečná",Nižší střední odborné
9064560761,Obchod a cestovní ruch,"Klášterní 10, Vysoké Mýto",Střední odborné (vyučen)
9064580743,Stavebnictví,"17. listopadu 77, Ústí nad Orlicí",Střední odborné (vyučen)
9064590734,Informační technologie,"Raisova 232, Žamberk",ÚSV
9064600725,Stavebnictví,"17. listopadu 77, Ústí nad Orlicí",Střední odborné (vyučen)
9064610716,Služby,"Na Skalách 123, Žamberk",Střední odborné (vyučen)
9064620707,Obchod a cestovní ruch,"Klášterní 10, Vysoké Mýto",Střední odborné (vyučen)
9064640786,Stavebnictví,"17. listopadu 77, Ústí nad Orlicí",Střední odborné (vyučen)
9064650777,Stavebnictví,"Dr. E. Beneše 691, Česká Třebová",Střední odborné (vyučen)
9064670759,Obchod a cestovní ruch,"Konečná 441, Prostějov",ÚSO (vyučení s maturitou)
9064680750,Doprava,"Okružní 4435, Prostějov",Střední odborné (vyučen)
9064700732,Zemědělství a lesnictví,"43, Jesenec",Střední odborné (vyučen)
9064730705,Výroba a provoz,"Šafaříkova 532, Dolní Rychnov",Střední odborné (vyučen)
9064740793,Výchova a vzdělávání,"Letná 1249, Vrchlabí",ÚSO s maturitou (bez vyučení)
9064750784,Výchova a vzdělávání,"74, Chotěvice",ÚSO s maturitou (bez vyučení)
9064760775,Výroba a provoz,"Komenského 821, Trutnov",Střední odborné (vyučen)
9064770766,Obchod a cestovní ruch,"Horská 139, Žacléř",ÚSO s maturitou (bez vyučení)
9064790748,Obchod a cestovní ruch,"22, Pec pod Sněžkou",ÚSO s maturitou (bez vyučení)
9064810730,Obchod a cestovní ruch,"22, Pec pod Sněžkou",Střední odborné (vyučen)
9064830712,Obchod a cestovní ruch,"214, Horní Brusnice",Střední odborné (vyučen)
9064850791,Zemědělství a lesnictví,"215, Vlčice",ÚSO s maturitou (bez vyučení)
9064860782,Obchod a cestovní ruch,"22, Pec pod Sněžkou",Střední odborné (vyučen)
9064870773,Obchod a cestovní ruch,"61, Havlovice",Střední odborné (vyučen)
9064880764,Výchova a vzdělávání,"74, Chotěvice",Vysokoškolské
9064890755,Výchova a vzdělávání,"7, Dolní Kalná",Vysokoškolské
9064900746,Výroba a provoz,"215, Vlčice",Střední odborné (vyučen)
9064910737,Zdravotnictví,"Maxima Gorkého 77, Trutnov",Vysokoškolské
9064930719,Výroba a provoz,"Regnerova 347, Úpice",Střední odborné (vyučen)
9064940710,Obchod a cestovní ruch,"140, Pec pod Sněžkou",ÚSO s maturitou (bez vyučení)
9064960789,Obchod a cestovní ruch,"223, Špindlerův Mlýn",Základní + praktická škola
9064970780,Obchod a cestovní ruch,"62, Bernartice",Základní + praktická škola
9064980771,Administrativa,"183, Hostim",ÚSO s maturitou (bez vyučení)
9064990762,Výroba a provoz,"183, Hostim",Střední odborné (vyučen)
9065000753,Výroba a provoz,"183, Hostim",Střední odborné (vyučen)
9065010744,Výroba a provoz,"183, Hostim",Střední odborné (vyučen)
9065020735,Obchod a cestovní ruch,"Velká Mikulášská 463, Znojmo",Střední odborné (vyučen)
9065030726,Výroba a provoz,"355, Znojmo",Střední odborné (vyučen)
9065060796,Výroba a provoz,"Hyundai 700, Nižní Lhoty",Základní + praktická škola
9065070787,Finance,"Na Poříčí 595, Frýdek-Místek",ÚSO s maturitou (bez vyučení)
9065100760,Management,"tř. T. G. Masaryka 1117, Frýdek-Místek",Vysokoškolské
9065120742,Služby,"tř. T. G. Masaryka 496, Frýdek-Místek",Střední odborné (vyučen)
9065140724,Zemědělství a lesnictví,"86, Synkov-Slemeno",Základní + praktická škola
9065230740,Obchod a cestovní ruch,"náměstí Svobody 92, Brno",Střední odborné (vyučen)
9065260713,Obchod a cestovní ruch,"Hrubého 1060, Brno",Bakalářské
9065390790,Obchod a cestovní ruch,"Dominikánské náměstí 187, Brno",ÚSO s maturitou (bez vyučení)
9065410772,Obchod a cestovní ruch,"Denisova 90, Klatovy",Střední odborné (vyučen)
9065430754,Výroba a provoz,"62, Hartmanice",Nižší střední
9065440745,Obchod a cestovní ruch,"Denisova 90, Klatovy",Střední odborné (vyučen)
9065450736,Obchod a cestovní ruch,"Denisova 90, Klatovy",Střední odborné (vyučen)
9065560734,Obchod a cestovní ruch,"Martinovská 3168, Ostrava",Nižší střední odborné
9065570725,Obchod a cestovní ruch,"Gollova 1407, Ostrava",Střední odborné (vyučen)
9065590707,Výroba a provoz,"Gollova 1407, Ostrava",Střední odborné (vyučen)
9065600795,Doprava,"Martinovská 3168, Ostrava",Nižší střední odborné
9065610786,Doprava,"Nádražní 1387, Ostrava",Střední odborné (vyučen)
9065620777,Stavebnictví,"Ocelářská 340, Ostrava",Střední odborné (vyučen)
9065630768,Obrana a ochrana,"nan, Ostrava",Základní + praktická škola
9065650750,Obrana a ochrana,"nan, Ostrava",Základní + praktická škola
9065670732,Služby,"nan, Ostrava",Základní + praktická škola
9065710793,Výroba a provoz,"330, Malšice",Střední odborné (vyučen)
9065720784,Služby,"K Návsi 267, Tábor",Střední odborné (vyučen)
9065740766,Informační technologie,"nan, České Budějovice",ÚSO s maturitou (bez vyučení)
9065760748,Výroba a provoz,"80, Planá",ÚSO s maturitou (bez vyučení)
9065790721,Výroba a provoz,"80, Planá",ÚSO s maturitou (bez vyučení)
9065800712,Obchod a cestovní ruch,"Lannova tř. 205, České Budějovice",ÚSV
9065810703,Administrativa,"Lannova tř. 205, České Budějovice",Střední odborné (vyučen)
9065820791,Informační technologie,"nan, České Budějovice",ÚSO s maturitou (bez vyučení)
9065830782,Výroba a provoz,"Pražská tř. 2738, České Budějovice",ÚSO s maturitou (bez vyučení)
9065840773,Obchod a cestovní ruch,"Ledenická 650, České Budějovice",Střední odborné (vyučen)
9065850764,Stavebnictví,"Kněžskodvorská 2544, České Budějovice",Střední odborné (vyučen)
9065860755,Doprava,"Křižíkova 1481, České Budějovice",Střední odborné (vyučen)
9065890728,Výroba a provoz,"Zemědělská 500, Kamenný Újezd",ÚSO s maturitou (bez vyučení)
9065960762,Služby,"Rudé armády 996, Valtice",Základní + praktická škola
9065970753,Obchod a cestovní ruch,"Rudé armády 996, Valtice",Střední odborné (vyučen)
9066030796,Obrana a ochrana,"nan, Stráž pod Ralskem",Základní + praktická škola
9066050778,Doprava,"nan, Česká Lípa",Střední odborné (vyučen)
